Model Name,Param Name,File Size(Bytes),Comp Ratio(BDI1B),Comp Ratio(BDI2B),Comp Ratio(BDIZV),Comp Ratio(EBDI)
GoogLeNet_Imagenet_output,ConvReLU2d_0_output0,2569011,1.3910982943483112,1.0970439990246448,1.436259405681811,1.5166323330650848
GoogLeNet_Imagenet_output,ConvReLU2d_0_output1,2569011,1.469027392512261,1.0985104240384678,1.480390321444622,1.5803302720237355
GoogLeNet_Imagenet_output,ConvReLU2d_0_output2,2569011,1.4203406424100609,1.1049333094192624,1.4554735851368281,1.5413116502386026
GoogLeNet_Imagenet_output,ConvReLU2d_10_output0,321126,1.1199763461933463,0.9966965549787635,2.189011438604865,1.9953290415211848
GoogLeNet_Imagenet_output,ConvReLU2d_10_output1,321126,1.1270297525898243,0.9973871032886459,2.1870037988685995,1.990382089140441
GoogLeNet_Imagenet_output,ConvReLU2d_10_output2,321126,1.138258355578977,1.0005454279115722,2.191542541163018,1.9886081712676893
GoogLeNet_Imagenet_output,ConvReLU2d_11_output0,481689,1.1236511009022891,0.996960461157136,3.0739809736542947,2.855235780550698
GoogLeNet_Imagenet_output,ConvReLU2d_11_output1,481689,1.1320781102965523,1.0014980969698104,3.157083526896944,2.9368636865973095
GoogLeNet_Imagenet_output,ConvReLU2d_11_output2,481689,1.134406079194151,1.001575150263097,3.0844336364153024,2.860271499661516
GoogLeNet_Imagenet_output,ConvReLU2d_12_output0,80281,1.1294216984036236,1.0076272622836586,1.4463081352129423,1.3990076939670666
GoogLeNet_Imagenet_output,ConvReLU2d_12_output1,80281,1.134745355314877,0.9984635385888191,1.4177626639579557,1.3812890206489419
GoogLeNet_Imagenet_output,ConvReLU2d_12_output2,80281,1.1419221274446332,1.004034603764379,1.4219103997661329,1.3963363048570163
GoogLeNet_Imagenet_output,ConvReLU2d_13_output0,240844,1.1329652353903408,1.0011205891097035,3.080470064419552,2.8577761754062676
GoogLeNet_Imagenet_output,ConvReLU2d_13_output1,240844,1.1388352820978545,1.0011205891097035,3.137108766146514,2.908533022066051
GoogLeNet_Imagenet_output,ConvReLU2d_13_output2,240844,1.1548782162242863,1.0049859437709097,3.1287414985323947,2.8924512066746653
GoogLeNet_Imagenet_output,ConvReLU2d_14_output0,160563,1.2106997491097213,1.039168209656744,1.842144072440773,1.7429432364199036
GoogLeNet_Imagenet_output,ConvReLU2d_14_output1,160563,1.2265616716671106,1.0425700515725067,1.7891721378172614,1.7006902908969541
GoogLeNet_Imagenet_output,ConvReLU2d_14_output2,160563,1.2486772692575105,1.0521927236971484,1.8424982638191385,1.7584454532382965
GoogLeNet_Imagenet_output,ConvReLU2d_15_output0,120422,1.1391795341549116,1.0008651094696213,2.1565767570244003,1.9655473784805884
GoogLeNet_Imagenet_output,ConvReLU2d_15_output1,120422,1.1469370052094503,0.999011947957057,2.156127500391998,1.9616498433834868
GoogLeNet_Imagenet_output,ConvReLU2d_15_output2,120422,1.1565630410725505,0.999011947957057,2.202326885017102,1.9966106405972237
GoogLeNet_Imagenet_output,ConvReLU2d_16_output0,60211,1.1452040061200643,0.9961089494163422,2.044302856536051,1.8427843933070407
GoogLeNet_Imagenet_output,ConvReLU2d_16_output1,60211,1.1465899859201567,0.9961089494163422,2.0489154728708563,1.8409728145906883
GoogLeNet_Imagenet_output,ConvReLU2d_16_output2,60211,1.1617039354265628,0.9961089494163422,2.0473030457716512,1.824585347360439
GoogLeNet_Imagenet_output,ConvReLU2d_17_output0,130457,1.1490679878293866,0.9995133931821403,2.7254386743910266,2.47415131964253
GoogLeNet_Imagenet_output,ConvReLU2d_17_output1,130457,1.1511609177902955,0.9975564333869974,2.7577589191560654,2.509894476556091
GoogLeNet_Imagenet_output,ConvReLU2d_17_output2,130457,1.154557957712739,0.9982817540650483,2.7246629605161794,2.4623574969971416
GoogLeNet_Imagenet_output,ConvReLU2d_18_output0,10035,1.1414362272240068,1.0089944416371892,1.215023502745788,1.2757882631057704
GoogLeNet_Imagenet_output,ConvReLU2d_18_output1,10035,1.143511625243384,0.9961089494163411,1.2108055665039548,1.2663823310237647
GoogLeNet_Imagenet_output,ConvReLU2d_18_output2,10035,1.143511625243384,1.0089944416371892,1.2245799092358622,1.2802462011925348
GoogLeNet_Imagenet_output,ConvReLU2d_19_output0,30105,1.160992131074776,1.0035196583762862,1.8666997641802145,1.6829501982697717
GoogLeNet_Imagenet_output,ConvReLU2d_19_output1,30105,1.1659931583180698,1.0099212677735059,1.8696003480638932,1.6939559898069791
GoogLeNet_Imagenet_output,ConvReLU2d_19_output2,30105,1.1768560767225649,1.0110414600944486,1.8505929218512067,1.6793680037964427
GoogLeNet_Imagenet_output,ConvReLU2d_1_output0,642252,1.3527048525518723,1.0215151344029791,1.7987524924766158,1.6527584751433542
GoogLeNet_Imagenet_output,ConvReLU2d_1_output1,642252,1.4192922777790518,1.025421732823105,1.7607707978602354,1.6371824088092986
GoogLeNet_Imagenet_output,ConvReLU2d_1_output2,642252,1.3990682515159907,1.0334217079774544,1.8923895294376363,1.73636343050045
GoogLeNet_Imagenet_output,ConvReLU2d_20_output0,40140,1.1738001501528992,1.004047365453292,1.8908147011975684,1.7385776201092462
GoogLeNet_Imagenet_output,ConvReLU2d_20_output1,40140,1.178734296390008,1.0008368618928063,1.9258182167771232,1.7742153335178514
GoogLeNet_Imagenet_output,ConvReLU2d_20_output2,40140,1.1732544603963653,1.0008368618928063,1.8382303179073052,1.6759410801963985
GoogLeNet_Imagenet_output,ConvReLU2d_21_output0,100352,1.1630345498980843,0.9961089494163423,1.8916181872589277,1.7231878769666655
GoogLeNet_Imagenet_output,ConvReLU2d_21_output1,100352,1.1675455563473478,0.9979911291445391,1.9187075033160852,1.7463151483511699
GoogLeNet_Imagenet_output,ConvReLU2d_21_output2,100352,1.176016652579553,0.9961089494163423,1.9711551210217977,1.7888017183562421
GoogLeNet_Imagenet_output,ConvReLU2d_22_output0,70246,1.1732365448866175,0.99745460233494,2.173440852718582,1.9231628659359934
GoogLeNet_Imagenet_output,ConvReLU2d_22_output1,70246,1.1769868070558127,0.99745460233494,2.1948807810250948,1.9468356011351722
GoogLeNet_Imagenet_output,ConvReLU2d_22_output2,70246,1.1826573709545525,0.99745460233494,2.1294313188272698,1.8719105996163783
GoogLeNet_Imagenet_output,ConvReLU2d_23_output0,140492,1.2499630016613088,0.9999465901362664,2.826529919003177,2.451252217593673
GoogLeNet_Imagenet_output,ConvReLU2d_23_output1,140492,1.264255865593582,1.0033405145464225,2.86268963285194,2.473734975842431
GoogLeNet_Imagenet_output,ConvReLU2d_23_output2,140492,1.2653410185330158,0.9997116544980118,2.854505905551828,2.4445469659908943
GoogLeNet_Imagenet_output,ConvReLU2d_24_output0,15052,1.1448994218548414,0.9961089494163415,1.5656878503940075,1.480957737425677
GoogLeNet_Imagenet_output,ConvReLU2d_24_output1,15052,1.147685145271143,0.9961089494163415,1.5599999999999978,1.4608415738968195
GoogLeNet_Imagenet_output,ConvReLU2d_24_output2,15052,1.1490830967543915,0.9961089494163415,1.5210237659963417,1.4313123469326785
GoogLeNet_Imagenet_output,ConvReLU2d_25_output0,40140,1.219163544380836,1.0146509478162866,2.4964132441252738,2.243460609666467
GoogLeNet_Imagenet_output,ConvReLU2d_25_output1,40140,1.2227075568509111,1.0179508352918754,2.514391508656869,2.253524295668191
GoogLeNet_Imagenet_output,ConvReLU2d_25_output2,40140,1.1960518705103083,1.008851117406358,2.4334489905930394,2.1747467413946344
GoogLeNet_Imagenet_output,ConvReLU2d_26_output0,40140,1.1966189779277794,1.0081149428179608,2.494101534534813,2.2525740229254945
GoogLeNet_Imagenet_output,ConvReLU2d_26_output1,40140,1.1870507060928044,1.004047365453292,2.3342388335797346,2.116918199531058
GoogLeNet_Imagenet_output,ConvReLU2d_26_output2,40140,1.2040406165358732,1.0057108430710526,2.3287099938242437,2.0914595949049892
GoogLeNet_Imagenet_output,ConvReLU2d_27_output0,80281,1.1406339105362175,0.9961089494163422,1.6856166217727575,1.557378560235966
GoogLeNet_Imagenet_output,ConvReLU2d_27_output1,80281,1.1460640462675376,0.9972848542084758,1.7095022046137127,1.5800174724071312
GoogLeNet_Imagenet_output,ConvReLU2d_27_output2,80281,1.1512838904030984,0.9972848542084758,1.7106636718968558,1.581044642703236
GoogLeNet_Imagenet_output,ConvReLU2d_28_output0,80281,1.3082968756049398,0.9972848542084758,2.605767162483004,2.166658230154792
GoogLeNet_Imagenet_output,ConvReLU2d_28_output1,80281,1.3082968756049398,0.9961089494163422,2.6214707719695074,2.1852415328221193
GoogLeNet_Imagenet_output,ConvReLU2d_28_output2,80281,1.32440560911915,0.9988736285961428,2.5914947205269776,2.155840143980551
GoogLeNet_Imagenet_output,ConvReLU2d_29_output0,160563,1.2323922169308816,1.0000560737182482,2.7934077026156863,2.434808330062515
GoogLeNet_Imagenet_output,ConvReLU2d_29_output1,160563,1.229395286138551,1.0010602337503587,2.769113324606821,2.420584742407962
GoogLeNet_Imagenet_output,ConvReLU2d_29_output2,160563,1.2346495213206299,0.9982834539891037,2.787555926044115,2.4230237982021143
GoogLeNet_Imagenet_output,ConvReLU2d_2_output0,1926758,1.2234196843813738,1.0140785764363327,1.9385560687475152,1.8208248784019716
GoogLeNet_Imagenet_output,ConvReLU2d_2_output1,1926758,1.2588107782131643,1.0171005821261356,1.8994251290652966,1.7789003172838627
GoogLeNet_Imagenet_output,ConvReLU2d_2_output2,1926758,1.2641341796189878,1.0278036656518383,2.0166563478186235,1.8949713681109224
GoogLeNet_Imagenet_output,ConvReLU2d_30_output0,15052,1.2017814869798968,1.0111062350200848,1.947780848642494,1.783361367053182
GoogLeNet_Imagenet_output,ConvReLU2d_30_output1,15052,1.1987273127488831,1.0111062350200848,1.8665461853646348,1.6905319599266238
GoogLeNet_Imagenet_output,ConvReLU2d_30_output2,15052,1.206392041163616,1.0133640085258981,1.874460229050626,1.6973097029197985
GoogLeNet_Imagenet_output,ConvReLU2d_31_output0,40140,1.3798043807687004,1.0187014506019805,3.3255032164349414,2.763225050003446
GoogLeNet_Imagenet_output,ConvReLU2d_31_output1,40140,1.3560790685079875,1.018597851649399,3.321884230709433,2.798913660457762
GoogLeNet_Imagenet_output,ConvReLU2d_31_output2,40140,1.3896816209021097,1.032910087012568,3.302545079855741,2.7649890439793623
GoogLeNet_Imagenet_output,ConvReLU2d_32_output0,40140,1.2011752713317738,1.004047365453292,2.4300910586611857,2.170725760572155
GoogLeNet_Imagenet_output,ConvReLU2d_32_output1,40140,1.193788805995165,1.0048784158316504,2.2853557320707885,2.0431564788902974
GoogLeNet_Imagenet_output,ConvReLU2d_32_output2,40140,1.202892839584013,0.9992891438548354,2.268115942028984,2.028313050962225
GoogLeNet_Imagenet_output,ConvReLU2d_33_output0,70246,1.1801303890641428,0.9961089494163422,1.9670149782144615,1.7382760105445427
GoogLeNet_Imagenet_output,ConvReLU2d_33_output1,70246,1.1899830987588083,0.9961089494163422,1.973191555199234,1.7426323079120778
GoogLeNet_Imagenet_output,ConvReLU2d_33_output2,70246,1.1826573709545525,0.9961089494163422,1.9527499869503933,1.7227731283348575
GoogLeNet_Imagenet_output,ConvReLU2d_34_output0,90316,1.1936606618771648,0.9961089494163422,2.469512507996017,2.175984953295535
GoogLeNet_Imagenet_output,ConvReLU2d_34_output1,90316,1.1891658608982985,0.9961089494163422,2.474447300771207,2.1833292504786006
GoogLeNet_Imagenet_output,ConvReLU2d_34_output2,90316,1.1800320376605966,0.9971546175308709,2.4419053031071773,2.1574967873046225
GoogLeNet_Imagenet_output,ConvReLU2d_35_output0,180633,1.2599774316365202,1.0070731768517254,3.310036425282352,2.9250686797892125
GoogLeNet_Imagenet_output,ConvReLU2d_35_output1,180633,1.250284693690357,1.0076069279671065,3.3295096057904345,2.9689576025825164
GoogLeNet_Imagenet_output,ConvReLU2d_35_output2,180633,1.2418233917947712,1.0028011671066914,3.2373044271224254,2.8590164453441127
GoogLeNet_Imagenet_output,ConvReLU2d_36_output0,20070,1.1508353325120484,0.9961089494163419,1.7934658134051848,1.6388370232061866
GoogLeNet_Imagenet_output,ConvReLU2d_36_output1,20070,1.1571878735195038,0.9961089494163419,1.8120398833898592,1.6711546307629521
GoogLeNet_Imagenet_output,ConvReLU2d_36_output2,20070,1.1540028607342543,0.9961089494163419,1.8098021888382823,1.660972186119052
GoogLeNet_Imagenet_output,ConvReLU2d_37_output0,40140,1.1754402693326091,0.9992891438548354,2.5223858279490328,2.2869537917059093
GoogLeNet_Imagenet_output,ConvReLU2d_37_output1,40140,1.1683659892463314,1.0008368618928063,2.5537787339149816,2.3180322415002625
GoogLeNet_Imagenet_output,ConvReLU2d_37_output2,40140,1.172164601588671,1.004047365453292,2.5111017095222405,2.280088212278579
GoogLeNet_Imagenet_output,ConvReLU2d_38_output0,40140,1.2023197713239646,1.0170980312511897,2.4267975043915424,2.206531916065428
GoogLeNet_Imagenet_output,ConvReLU2d_38_output1,40140,1.1837100997529255,0.9984673088185814,2.3133977162819552,2.103248922166297
GoogLeNet_Imagenet_output,ConvReLU2d_38_output2,40140,1.1837100997529255,1.004047365453292,2.3125130772949287,2.102572849289546
GoogLeNet_Imagenet_output,ConvReLU2d_39_output0,160563,1.2722450374759118,1.062669650305205,4.585238350294588,4.292998656030809
GoogLeNet_Imagenet_output,ConvReLU2d_39_output1,160563,1.315274584014053,1.0986222048828567,4.6565878176233575,4.365164242323289
GoogLeNet_Imagenet_output,ConvReLU2d_39_output2,160563,1.286162863722001,1.0691890091590341,4.564181672128582,4.262106597805377
GoogLeNet_Imagenet_output,ConvReLU2d_3_output0,160563,1.187661453000702,1.0022478645286976,1.5018842325641233,1.4353102396811255
GoogLeNet_Imagenet_output,ConvReLU2d_3_output1,160563,1.2109897592253263,0.9988736285961429,1.5112327748231436,1.4526334365787381
GoogLeNet_Imagenet_output,ConvReLU2d_3_output2,160563,1.2089626012218648,1.0036704705330624,1.500089367801657,1.449283933450787
GoogLeNet_Imagenet_output,ConvReLU2d_40_output0,100352,1.1848336056271094,0.9979911291445391,2.85622393943275,2.5451640310942585
GoogLeNet_Imagenet_output,ConvReLU2d_40_output1,100352,1.187504529970283,0.9992631390277417,2.8794892487580914,2.5684194361619075
GoogLeNet_Imagenet_output,ConvReLU2d_40_output2,100352,1.1788677339113016,0.9979911291445391,2.8334915699305747,2.5275671863587124
GoogLeNet_Imagenet_output,ConvReLU2d_41_output0,200704,1.5161918431713237,1.1915813221717577,5.176318877583915,4.781057195264297
GoogLeNet_Imagenet_output,ConvReLU2d_41_output1,200704,1.5710177655711701,1.2525055853022304,5.346653080524529,4.963620625695559
GoogLeNet_Imagenet_output,ConvReLU2d_41_output2,200704,1.4787725401022485,1.1638725390704283,5.16478009270428,4.770828876369772
GoogLeNet_Imagenet_output,ConvReLU2d_42_output0,20070,1.2967707369343908,0.9961089494163419,1.6270026379312084,1.4716303236326438
GoogLeNet_Imagenet_output,ConvReLU2d_42_output1,20070,1.2809237430839537,0.9961089494163419,1.6632376827287476,1.4960665318048985
GoogLeNet_Imagenet_output,ConvReLU2d_42_output2,20070,1.2528548123980414,0.9961089494163419,1.5746081813701316,1.4415376979650756
GoogLeNet_Imagenet_output,ConvReLU2d_43_output0,80281,1.4003441710124251,1.1067884847440095,4.117539921759762,3.688680275079138
GoogLeNet_Imagenet_output,ConvReLU2d_43_output1,80281,1.4011203760483064,1.1253654535129107,4.060639408025802,3.678262065172554
GoogLeNet_Imagenet_output,ConvReLU2d_43_output2,80281,1.3662834123888379,1.1080568000607485,4.101730647603348,3.717104349034318
GoogLeNet_Imagenet_output,ConvReLU2d_44_output0,80281,1.3714725138578856,1.1025160213480596,3.604136026316083,3.2123923028429036
GoogLeNet_Imagenet_output,ConvReLU2d_44_output1,80281,1.3865180914126523,1.116255780799054,3.6638837688387706,3.2951223517819
GoogLeNet_Imagenet_output,ConvReLU2d_44_output2,80281,1.343053356231866,1.0734649929444178,3.5640029309234613,3.1782037066370967
GoogLeNet_Imagenet_output,ConvReLU2d_45_output0,40140,1.2352755274294123,1.001662603912744,3.938703533026109,3.5479593079247667
GoogLeNet_Imagenet_output,ConvReLU2d_45_output1,40140,1.238913971179417,1.0008368618928063,4.006800680068002,3.621399920908419
GoogLeNet_Imagenet_output,ConvReLU2d_45_output2,40140,1.2185748720639333,1.001662603912744,4.012770272808078,3.637180694726565
GoogLeNet_Imagenet_output,ConvReLU2d_46_output0,25088,1.2611867612590244,0.996108949416342,2.5118456128055233,2.100820633059787
GoogLeNet_Imagenet_output,ConvReLU2d_46_output1,25088,1.2482368306486715,0.996108949416342,2.570393043300075,2.1820395738203935
GoogLeNet_Imagenet_output,ConvReLU2d_46_output2,25088,1.1467882569394443,0.996108949416342,2.380858610422422,2.1482210900372456
GoogLeNet_Imagenet_output,ConvReLU2d_47_output0,50176,1.3358092233558954,1.0095165281773733,3.6402285299718837,3.1656782334384834
GoogLeNet_Imagenet_output,ConvReLU2d_47_output1,50176,1.3518060766075524,1.0245854774156657,3.945196862775928,3.4880778588807755
GoogLeNet_Imagenet_output,ConvReLU2d_47_output2,50176,1.3011646715224356,1.0133904227172659,3.622848581665896,3.2016334864726876
GoogLeNet_Imagenet_output,ConvReLU2d_48_output0,5017,1.2141554177307514,0.9961089494163399,1.3886918422699723,1.2729417014630375
GoogLeNet_Imagenet_output,ConvReLU2d_48_output1,5017,1.2002524569470705,0.9961089494163399,1.4236418080707207,1.298393913778525
GoogLeNet_Imagenet_output,ConvReLU2d_48_output2,5017,1.1190943227035781,0.9961089494163399,1.291215364221277,1.234001792170067
GoogLeNet_Imagenet_output,ConvReLU2d_49_output0,20070,1.28747934716905,1.0056406124093467,3.4451345755693508,3.031195445920298
GoogLeNet_Imagenet_output,ConvReLU2d_49_output1,20070,1.3353172281200356,1.0407046437692182,3.7871079395936467,3.357941646346583
GoogLeNet_Imagenet_output,ConvReLU2d_49_output2,20070,1.2954351933697166,1.01535645276111,3.7375760411792145,3.3494925773714597
GoogLeNet_Imagenet_output,ConvReLU2d_4_output0,240844,1.18040526668975,1.0024627721696335,1.8980509479198382,1.7370723590763362
GoogLeNet_Imagenet_output,ConvReLU2d_4_output1,240844,1.1982173650146686,1.0064773418443809,1.8459008443933753,1.6847909563404109
GoogLeNet_Imagenet_output,ConvReLU2d_4_output2,240844,1.2031602144788194,1.0103672929846095,1.8514740515028882,1.7085847748624408
GoogLeNet_Imagenet_output,ConvReLU2d_50_output0,20070,1.2060064775738533,1.0008520876146554,2.561683157202645,2.261061571125262
GoogLeNet_Imagenet_output,ConvReLU2d_50_output1,20070,1.217681630039561,1.0008520876146554,2.7203896391410183,2.390947733940007
GoogLeNet_Imagenet_output,ConvReLU2d_50_output2,20070,1.1968263244251638,0.9961089494163419,2.704362694475947,2.396183961839615
GoogLeNet_Imagenet_output,ConvReLU2d_51_output0,60211,1.1916587846704663,0.9961089494163422,2.0609003592701542,1.798653103020427
GoogLeNet_Imagenet_output,ConvReLU2d_51_output1,60211,1.2137964429469263,0.9961089494163422,2.234499921071935,1.9269544606465348
GoogLeNet_Imagenet_output,ConvReLU2d_51_output2,60211,1.1927840136012269,0.9961089494163422,2.15850633944629,1.8861742735987328
GoogLeNet_Imagenet_output,ConvReLU2d_52_output0,30105,1.497802840746411,1.032984769656072,4.839903459372476,4.214434578539021
GoogLeNet_Imagenet_output,ConvReLU2d_52_output1,30105,1.720897635768124,1.1294046970920077,5.853278848024893,5.331088415782349
GoogLeNet_Imagenet_output,ConvReLU2d_52_output2,30105,1.1462431765568877,0.9992525537746031,4.573426839234459,4.423285480580107
GoogLeNet_Imagenet_output,ConvReLU2d_53_output0,60211,1.2033895338515812,0.9961089494163422,2.0160351197607294,1.767819427354037
GoogLeNet_Imagenet_output,ConvReLU2d_53_output1,60211,1.326841748316911,0.9998005716944756,2.7481456526332004,2.3362539744180957
GoogLeNet_Imagenet_output,ConvReLU2d_53_output2,60211,1.2644200581662648,1.0008318083513557,2.314313467142403,1.99835574120363
GoogLeNet_Imagenet_output,ConvReLU2d_54_output0,7526,1.3879554111845915,0.9961089494163408,4.245318084345931,3.6495022735651736
GoogLeNet_Imagenet_output,ConvReLU2d_54_output1,7526,1.4131195127174059,1.0221671485611987,4.825087334470673,4.24167976003425
GoogLeNet_Imagenet_output,ConvReLU2d_54_output2,7526,1.1136278406960152,0.9961089494163408,3.865156839776104,3.6784342871299165
GoogLeNet_Imagenet_output,ConvReLU2d_55_output0,20070,1.278320156204986,0.9961089494163419,2.33073623391403,1.9650158683297636
GoogLeNet_Imagenet_output,ConvReLU2d_55_output1,20070,1.3324880718027414,1.0008520876146554,2.926357441195862,2.456239621132907
GoogLeNet_Imagenet_output,ConvReLU2d_55_output2,20070,1.2616514630967886,0.9961089494163419,2.4352333185968833,2.1133513256072365
GoogLeNet_Imagenet_output,ConvReLU2d_56_output0,20070,1.1733803437637718,0.9961089494163419,1.8493812010141566,1.6284456043059843
GoogLeNet_Imagenet_output,ConvReLU2d_56_output1,20070,1.2060064775738533,0.9961089494163419,2.237969150590507,1.9546767167539498
GoogLeNet_Imagenet_output,ConvReLU2d_56_output2,20070,1.170105698024479,0.9961089494163419,2.0820060996272423,1.8535872176001649
GoogLeNet_Imagenet_output,ConvReLU2d_5_output0,321126,1.1266530027795716,1.00646471993529,1.8965847779433638,1.7558078163157593
GoogLeNet_Imagenet_output,ConvReLU2d_5_output1,321126,1.1319505293500587,1.0068814101558825,1.8360425089275183,1.702873450421443
GoogLeNet_Imagenet_output,ConvReLU2d_5_output2,321126,1.14964758862883,1.0163457976768262,1.8591293583659996,1.725413685377406
GoogLeNet_Imagenet_output,ConvReLU2d_6_output0,40140,1.2758676968763305,1.1259151011002286,1.6879535711652491,1.6718934201329112
GoogLeNet_Imagenet_output,ConvReLU2d_6_output1,40140,1.284962294483889,1.1381979857668427,1.6360332400922875,1.6318018898664053
GoogLeNet_Imagenet_output,ConvReLU2d_6_output2,40140,1.2955161862724884,1.137131909458596,1.6541274223931044,1.6520981634304617
GoogLeNet_Imagenet_output,ConvReLU2d_7_output0,80281,1.3384309425434955,1.0985169419027216,2.2989812908423586,2.0411700561756665
GoogLeNet_Imagenet_output,ConvReLU2d_7_output1,80281,1.3685024970106208,1.1131747033489834,2.3196548958401064,2.0349658328790388
GoogLeNet_Imagenet_output,ConvReLU2d_7_output2,80281,1.3789542638073042,1.1181063967622615,2.3692420099412153,2.092233895565577
GoogLeNet_Imagenet_output,ConvReLU2d_8_output0,80281,1.2952245695011535,1.0589609104403759,2.163329256335351,1.971346986398108
GoogLeNet_Imagenet_output,ConvReLU2d_8_output1,80281,1.297884727343295,1.0363167986984057,2.089551073011657,1.889949575676224
GoogLeNet_Imagenet_output,ConvReLU2d_8_output2,80281,1.3133952205807142,1.0662769455608327,2.044751877400492,1.880831019088128
GoogLeNet_Imagenet_output,ConvReLU2d_9_output0,321126,1.1783875650863627,1.0023636528271724,1.9587294226756318,1.8458446803326585
GoogLeNet_Imagenet_output,ConvReLU2d_9_output1,321126,1.189197999629561,1.0045655813371301,1.949987471811576,1.8413529203839307
GoogLeNet_Imagenet_output,ConvReLU2d_9_output2,321126,1.206222289020816,1.0128505668068566,2.0486207941800547,1.9366269617439198
InceptionV3_Imagenet_output,ConvReLU2d_0_output0,1261670,1.9344485010557242,1.564983960244231,2.0449657488726145,2.2096501685281944
InceptionV3_Imagenet_output,ConvReLU2d_0_output1,1261670,2.069992833764251,1.6077668220184,2.138283918374161,2.3365209892405905
InceptionV3_Imagenet_output,ConvReLU2d_0_output2,1261670,1.9098552263194597,1.5228861210565834,2.023619653797631,2.18683519037463
InceptionV3_Imagenet_output,ConvReLU2d_10_output0,192000,1.2483288566331694,1.0176768346010123,1.0798308546200381,1.246808907865205
InceptionV3_Imagenet_output,ConvReLU2d_10_output1,192000,1.2570216443414386,1.0166529877419184,1.086329225650949,1.2554804664894608
InceptionV3_Imagenet_output,ConvReLU2d_10_output2,192000,1.2536339878456266,1.0141023609570592,1.0837982046769843,1.252101100642517
InceptionV3_Imagenet_output,ConvReLU2d_11_output0,64000,1.3379534538536715,1.0570649929804274,1.1462498376892316,1.336207571494934
InceptionV3_Imagenet_output,ConvReLU2d_11_output1,64000,1.3614486664716672,1.0637413778775033,1.1634512691162766,1.35964096980641
InceptionV3_Imagenet_output,ConvReLU2d_11_output2,64000,1.3577804532653024,1.0654236723822206,1.160771368848705,1.3559824781639145
InceptionV3_Imagenet_output,ConvReLU2d_12_output0,128000,1.1780487187569744,0.9961089494163423,1.0268402401041279,1.1766950038725215
InceptionV3_Imagenet_output,ConvReLU2d_12_output1,128000,1.1861942740641631,0.9961089494163423,1.0330234599224222,1.1848217849849292
InceptionV3_Imagenet_output,ConvReLU2d_12_output2,128000,1.1847998509743936,0.9961089494163423,1.0319657435746525,1.1834305849775968
InceptionV3_Imagenet_output,ConvReLU2d_13_output0,96000,1.1378182335371922,0.9980766231740914,0.9961399576640516,1.1365553493575797
